コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分
1376,カネコ種苗,スタンダード（内国株式）,50,水産・農林業,1,食品 
1380,秋川牧園,スタンダード（内国株式）,50,水産・農林業,1,食品 
1381,アクシーズ,スタンダード（内国株式）,50,水産・農林業,1,食品 
1382,ホーブ,スタンダード（内国株式）,50,水産・農林業,1,食品 
1383,ベルグアース,スタンダード（内国株式）,50,水産・農林業,1,食品 
1384,ホクリヨウ,スタンダード（内国株式）,50,水産・農林業,1,食品 
1407,ウエストホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1418,インターライフホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1420,サンヨーホームズ,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1434,ＪＥＳＣＯホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1439,安江工務店,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1443,技研ホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1446,キャンディル,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1450,田中建設工業,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1451,ＫＨＣ,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1491,中外鉱業,スタンダード（内国株式）,3500,非鉄金属,7,鉄鋼・非鉄 
1514,住石ホールディングス,スタンダード（内国株式）,1050,鉱業,2,エネルギー資源 
1711,ＳＤＳホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1717,明豊ファシリティワークス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
1718,美樹工業,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1723,日本電技,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1724,シンクレイヤ,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1730,麻生フオームクリート,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1736,オーテック,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1743,コーアツ工業,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1757,中小企業ホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1758,太洋基礎工業,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1764,工藤建設,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1768,ソネック,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1770,藤田エンジニアリング,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1775,富士古河Ｅ＆Ｃ,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1776,三井住建道路,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1783,アジアゲートホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1787,ナカボーテック,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1788,三東工業社,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1789,ＥＴＳホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1793,大本組,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1795,マサル,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1798,守谷商会,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1799,第一建設工業,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1807,佐藤渡辺,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1811,錢高組,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1826,佐田建設,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1827,ナカノフドー建設,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1828,田辺工業,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1840,土屋ホールディングス,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1841,サンユー建設,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1844,大盛工業,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1848,富士ピー・エス,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1850,南海辰村建設,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1853,森組,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1866,北野建設,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1867,植木組,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1897,金下建設,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1904,大成温調,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1905,テノックス,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1909,日本ドライケミカル,スタンダード（内国株式）,3600,機械,8,機械 
1914,日本基礎技術,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1921,巴コーポレーション,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1948,弘電社,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1960,サンテック,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1965,テクノ菱和,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1966,高田工業所,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1967,ヤマト,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1971,中央ビルト工業,スタンダード（内国株式）,3550,金属製品,3,建設・資材 
1972,三晃金属工業,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1981,協和日成,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1992,神田通信機,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1994,高橋カーテンウォール工業,スタンダード（内国株式）,2050,建設業,3,建設・資材 
1997,暁飯島工業,スタンダード（内国株式）,2050,建設業,3,建設・資材 
2003,日東富士製粉,スタンダード（内国株式）,3050,食料品,1,食品 
2009,鳥越製粉,スタンダード（内国株式）,3050,食料品,1,食品 
2055,日和産業,スタンダード（内国株式）,3050,食料品,1,食品 
2107,東洋精糖,スタンダード（内国株式）,3050,食料品,1,食品 
2112,塩水港精糖,スタンダード（内国株式）,3050,食料品,1,食品 
2114,フジ日本精糖,スタンダード（内国株式）,3050,食料品,1,食品 
2122,インタースペース,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2134,燦キャピタルマネージメント,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2136,ヒップ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2138,クルーズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
2139,中広,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2152,幼児活動研究会,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2156,セーラー広告,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2159,フルスピード,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2162,ｎｍｓ　ホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2169,ＣＤＳ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2176,イナリサーチ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2179,成学社,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2185,シイエム・シイ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2186,ソーバル,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2191,テラ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2193,クックパッド,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2208,ブルボン,スタンダード（内国株式）,3050,食料品,1,食品 
2215,第一屋製パン,スタンダード（内国株式）,3050,食料品,1,食品 
2216,カンロ,スタンダード（内国株式）,3050,食料品,1,食品 
2221,岩塚製菓,スタンダード（内国株式）,3050,食料品,1,食品 
2224,コモ,スタンダード（内国株式）,3050,食料品,1,食品 
2226,湖池屋,スタンダード（内国株式）,3050,食料品,1,食品 
2268,Ｂ－Ｒ　サーティワン　アイスクリーム,スタンダード（内国株式）,3050,食料品,1,食品 
2286,林兼産業,スタンダード（内国株式）,3050,食料品,1,食品 
2291,福留ハム,スタンダード（内国株式）,3050,食料品,1,食品 
2293,滝沢ハム,スタンダード（内国株式）,3050,食料品,1,食品 
2300,きょくとう,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2303,ドーン,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
2304,ＣＳＳホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2315,ＣＡＩＣＡ　ＤＩＧＩＴＡＬ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
2323,ｆｏｎｆｕｎ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
2329,東北新社,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
2330,フォーサイド,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
2332,クエスト,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
2338,クオンタムソリューションズ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
2340,極楽湯ホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2341,アルバイトタイムス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2344,平安レイサービス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2345,クシム,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
2349,エヌアイデイ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
2354,ＹＥ　ＤＩＧＩＴＡＬ,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
2373,ケア２１,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2375,ギグワークス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2376,サイネックス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2391,プラネット,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2393,日本ケアサプライ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2397,ＤＮＡチップ研究所,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2404,鉄人化計画,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2408,ＫＧ情報,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2411,ゲンダイエージェンシー,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
2415,ヒューマンホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2425,ケアサービス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2435,シダー,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2436,共同ピーアール,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2437,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2449,プラップジャパン,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2454,オールアバウト,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2459,アウンコンサルティング,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2468,フュートレック,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2469,ヒビノ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2480,システム・ロケーション,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
2481,タウンニュース社,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2483,翻訳センター,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2484,出前館,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他 
2485,ティア,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2487,ＣＤＧ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2488,ＪＴＰ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2493,イーサポートリンク,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2498,オリエンタルコンサルタンツホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2499,日本和装ホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
2573,北海道コカ・コーラボトリング,スタンダード（内国株式）,3050,食料品,1,食品 
2585,ライフドリンク　カンパニー,スタンダード（内国株式）,3050,食料品,1,食品 
2588,プレミアムウォーターホールディングス,スタンダード（内国株式）,3050,食料品,1,食品 
2597,ユニカフェ,スタンダード（内国株式）,3050,食料品,1,食品 
2599,ジャパンフーズ,スタンダード（内国株式）,3050,食料品,1,食品 
2612,かどや製油,スタンダード（内国株式）,3050,食料品,1,食品 
2652,まんだらけ,スタンダード（内国株式）,6100,小売業,14,小売 
2653,イオン九州,スタンダード（内国株式）,6100,小売業,14,小売 
2654,アスモ,スタンダード（内国株式）,6100,小売業,14,小売 
2656,ベクター,スタンダード（内国株式）,6100,小売業,14,小売 
2666,オートウェーブ,スタンダード（内国株式）,6100,小売業,14,小売 
2667,イメージ　ワン,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
2668,タビオ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
2669,カネ美食品,スタンダード（内国株式）,6100,小売業,14,小売 
2673,夢みつけ隊,スタンダード（内国株式）,6100,小売業,14,小売 
2683,魚喜,スタンダード（内国株式）,6100,小売業,14,小売 
2686,ジーフット,スタンダード（内国株式）,6100,小売業,14,小売 
2687,シー・ヴイ・エス・ベイエリア,スタンダード（内国株式）,6100,小売業,14,小売 
2689,オルバヘルスケアホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
2693,ＹＫＴ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
2694,焼肉坂井ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 
2698,キャンドゥ,スタンダード（内国株式）,6100,小売業,14,小売 
2700,木徳神糧,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
2702,日本マクドナルドホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 
2705,大戸屋ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 
2706,ブロッコリー,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他 
2708,久世,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
2721,ジェイホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
2736,フェスタリアホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 
2743,ピクセルカンパニーズ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
2747,北雄ラッキー,スタンダード（内国株式）,6100,小売業,14,小売 
2750,石光商事,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
2751,テンポスホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
2754,東葛ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 
2761,トシン・グループ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
2762,ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳ,スタンダード（内国株式）,6100,小売業,14,小売 
2763,エフティグループ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
2769,ウ゛ィレッジウ゛ァンガードコーポレーション,スタンダード（内国株式）,6100,小売業,14,小売 
2773,ミューチュアル,スタンダード（内国株式）,3600,機械,8,機械 
2776,新都ホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
2777,カッシーナ・イクスシー,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
2778,パレモ・ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 
2780,コメ兵ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 
2782,セリア,スタンダード（内国株式）,6100,小売業,14,小売 
2788,アップルインターナショナル,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
2789,カルラ,スタンダード（内国株式）,6100,小売業,14,小売 
2790,ナフコ,スタンダード（内国株式）,6100,小売業,14,小売 
2795,日本プリメックス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
2798,ワイズテーブルコーポレーション,スタンダード（内国株式）,6100,小売業,14,小売 
2805,ヱスビー食品,スタンダード（内国株式）,3050,食料品,1,食品 
2806,ユタカフーズ,スタンダード（内国株式）,3050,食料品,1,食品 
2812,焼津水産化学工業,スタンダード（内国株式）,3050,食料品,1,食品 
2813,和弘食品,スタンダード（内国株式）,3050,食料品,1,食品 
2814,佐藤食品工業,スタンダード（内国株式）,3050,食料品,1,食品 
2816,ダイショー,スタンダード（内国株式）,3050,食料品,1,食品 
2819,エバラ食品工業,スタンダード（内国株式）,3050,食料品,1,食品 
2830,アヲハタ,スタンダード（内国株式）,3050,食料品,1,食品 
2831,はごろもフーズ,スタンダード（内国株式）,3050,食料品,1,食品 
2872,セイヒョー,スタンダード（内国株式）,3050,食料品,1,食品 
2876,デルソーレ,スタンダード（内国株式）,3050,食料品,1,食品 
2877,日東ベスト,スタンダード（内国株式）,3050,食料品,1,食品 
2883,大冷,スタンダード（内国株式）,3050,食料品,1,食品 
2892,日本食品化工,スタンダード（内国株式）,3050,食料品,1,食品 
2894,石井食品,スタンダード（内国株式）,3050,食料品,1,食品 
2901,石垣食品,スタンダード（内国株式）,3050,食料品,1,食品 
2903,シノブフーズ,スタンダード（内国株式）,3050,食料品,1,食品 
2905,オーケー食品工業,スタンダード（内国株式）,3050,食料品,1,食品 
2907,あじかん,スタンダード（内国株式）,3050,食料品,1,食品 
2911,旭松食品,スタンダード（内国株式）,3050,食料品,1,食品 
2916,仙波糖化工業,スタンダード（内国株式）,3050,食料品,1,食品 
2917,大森屋,スタンダード（内国株式）,3050,食料品,1,食品 
2923,サトウ食品,スタンダード（内国株式）,3050,食料品,1,食品 
2924,イフジ産業,スタンダード（内国株式）,3050,食料品,1,食品 
2926,篠崎屋,スタンダード（内国株式）,3050,食料品,1,食品 
2927,ＡＦＣ－ＨＤアムスライフサイエンス,スタンダード（内国株式）,3050,食料品,1,食品 
2932,ＳＴＩフードホールディングス,スタンダード（内国株式）,3050,食料品,1,食品 
2961,日本調理機,スタンダード（内国株式）,3550,金属製品,3,建設・資材 
2970,グッドライフカンパニー,スタンダード（内国株式）,8050,不動産業,17,不動産 
2984,ヤマイチ・ユニハイムエステート,スタンダード（内国株式）,8050,不動産業,17,不動産 
2991,ランドネット,スタンダード（内国株式）,8050,不動産業,17,不動産 
2993,長栄,スタンダード（内国株式）,8050,不動産業,17,不動産 
2999,ホームポジション,スタンダード（内国株式）,8050,不動産業,17,不動産 
3001,片倉工業,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
3004,神栄,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3010,ポラリス・ホールディングス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
3011,バナーズ,スタンダード（内国株式）,6100,小売業,14,小売 
3020,アプライド,スタンダード（内国株式）,6100,小売業,14,小売 
3021,パシフィックネット,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
3023,ラサ商事,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3024,クリエイト,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3035,ケイティケイ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3041,ビューティ花壇,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3045,カワサキ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3058,三洋堂ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 
3059,ヒラキ,スタンダード（内国株式）,6100,小売業,14,小売 
3065,ライフフーズ,スタンダード（内国株式）,6100,小売業,14,小売 
3068,ＷＤＩ,スタンダード（内国株式）,6100,小売業,14,小売 
3069,ＪＦＬＡホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 
3071,ストリーム,スタンダード（内国株式）,6100,小売業,14,小売 
3075,銚子丸,スタンダード（内国株式）,6100,小売業,14,小売 
3077,ホリイフードサービス,スタンダード（内国株式）,6100,小売業,14,小売 
3079,ディーブイエックス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3080,ジェーソン,スタンダード（内国株式）,6100,小売業,14,小売 
3082,きちりホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 
3083,シーズメン,スタンダード（内国株式）,6100,小売業,14,小売 
3089,テクノアルファ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3094,スーパーバリュー,スタンダード（内国株式）,6100,小売業,14,小売 
3096,オーシャンシステム,スタンダード（内国株式）,6100,小売業,14,小売 
3111,オーミケンシ,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
3113,Ｏａｋ　キャピタル,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行） 
3121,マーチャント・バンカーズ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
3123,サイボー,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
3131,シンデン・ハイテックス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3143,オーウイル,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3157,ジューテックホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3159,丸善ＣＨＩホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 
3160,大光,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3161,アゼアス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3168,黒谷,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3169,ミサワ,スタンダード（内国株式）,6100,小売業,14,小売 
3172,ティーライフ,スタンダード（内国株式）,6100,小売業,14,小売 
3174,ハピネス・アンド・ディ,スタンダード（内国株式）,6100,小売業,14,小売 
3175,エー・ピーホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 
3177,ありがとうサービス,スタンダード（内国株式）,6100,小売業,14,小売 
3178,チムニー,スタンダード（内国株式）,6100,小売業,14,小売 
3181,買取王国,スタンダード（内国株式）,6100,小売業,14,小売 
3184,ＩＣＤＡホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 
3189,ＡＮＡＰ,スタンダード（内国株式）,6100,小売業,14,小売 
3190,ホットマン,スタンダード（内国株式）,6100,小売業,14,小売 
3192,白鳩,スタンダード（内国株式）,6100,小売業,14,小売 
3202,ダイトウボウ,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
3204,トーア紡コーポレーション,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
3205,ダイドーリミテッド,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
3222,ユナイテッド・スーパーマーケット・ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売 
3223,エスエルディー,スタンダード（内国株式）,6100,小売業,14,小売 
3236,プロパスト,スタンダード（内国株式）,8050,不動産業,17,不動産 
3238,セントラル総合開発,スタンダード（内国株式）,8050,不動産業,17,不動産 
3241,ウィル,スタンダード（内国株式）,8050,不動産業,17,不動産 
3242,アーバネットコーポレーション,スタンダード（内国株式）,8050,不動産業,17,不動産 
3246,コーセーアールイー,スタンダード（内国株式）,8050,不動産業,17,不動産 
3248,アールエイジ,スタンダード（内国株式）,8050,不動産業,17,不動産 
3254,プレサンスコーポレーション,スタンダード（内国株式）,8050,不動産業,17,不動産 
3264,アスコット,スタンダード（内国株式）,8050,不動産業,17,不動産 
3266,ファンドクリエーショングループ,スタンダード（内国株式）,8050,不動産業,17,不動産 
3271,ＴＨＥグローバル社,スタンダード（内国株式）,8050,不動産業,17,不動産 
3277,サンセイランディック,スタンダード（内国株式）,8050,不動産業,17,不動産 
3280,エストラスト,スタンダード（内国株式）,8050,不動産業,17,不動産 
3293,アズマハウス,スタンダード（内国株式）,8050,不動産業,17,不動産 
3294,イーグランド,スタンダード（内国株式）,8050,不動産業,17,不動産 
3297,東武住販,スタンダード（内国株式）,8050,不動産業,17,不動産 
3306,日本製麻,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3316,東京日産コンピュータシステム,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3317,フライングガーデン,スタンダード（内国株式）,6100,小売業,14,小売 
3320,クロスプラス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3321,ミタチ産業,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3322,アルファグループ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3323,レカム,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3326,ランシステム,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他 
3329,東和フードサービス,スタンダード（内国株式）,6100,小売業,14,小売 
3347,トラスト,スタンダード（内国株式）,6100,小売業,14,小売 
3350,レッド・プラネット・ジャパン,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3352,バッファロー,スタンダード（内国株式）,6100,小売業,14,小売 
3353,メディカル一光グループ,スタンダード（内国株式）,6100,小売業,14,小売 
3355,クリヤマホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3356,テリロジー,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3358,ワイエスフード,スタンダード（内国株式）,6100,小売業,14,小売 
3361,トーエル,スタンダード（内国株式）,6100,小売業,14,小売 
3370,フジタコーポレーション,スタンダード（内国株式）,6100,小売業,14,小売 
3372,関門海,スタンダード（内国株式）,6100,小売業,14,小売 
3374,内外テック,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3375,ＺＯＡ,スタンダード（内国株式）,6100,小売業,14,小売 
3377,バイク王＆カンパニー,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3386,コスモ・バイオ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3390,ＩＮＥＳＴ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3392,デリカフーズホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3396,フェリシモ,スタンダード（内国株式）,6100,小売業,14,小売 
3399,丸千代山岡家,スタンダード（内国株式）,6100,小売業,14,小売 
3409,北日本紡績,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
3417,大木ヘルスケアホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売 
3420,ケー・エフ・シー,スタンダード（内国株式）,3550,金属製品,3,建設・資材 
3421,稲葉製作所,スタンダード（内国株式）,3550,金属製品,3,建設・資材 
3422,丸順,スタンダード（内国株式）,3550,金属製品,3,建設・資材 
3423,エスイー,スタンダード（内国株式）,3550,金属製品,3,建設・資材 
3426,アトムリビンテック,スタンダード（内国株式）,3550,金属製品,3,建設・資材 
3434,アルファＣｏ,スタンダード（内国株式）,3550,金属製品,3,建設・資材 
3435,サンコーテクノ,スタンダード（内国株式）,3550,金属製品,3,建設・資材 
3437,特殊電極,スタンダード（内国株式）,3550,金属製品,3,建設・資材 
3439,三ツ知,スタンダード（内国株式）,3550,金属製品,3,建設・資材 
3440,日創プロニティ,スタンダード（内国株式）,3550,金属製品,3,建設・資材 
3441,山王,スタンダード（内国株式）,3550,金属製品,3,建設・資材 
3444,菊池製作所,スタンダード（内国株式）,3550,金属製品,3,建設・資材 
3447,信和,スタンダード（内国株式）,3550,金属製品,3,建設・資材 
3449,テクノフレックス,スタンダード（内国株式）,3550,金属製品,3,建設・資材 
3469,デュアルタップ,スタンダード（内国株式）,8050,不動産業,17,不動産 
3490,アズ企画設計,スタンダード（内国株式）,8050,不動産業,17,不動産 
3494,マリオン,スタンダード（内国株式）,8050,不動産業,17,不動産 
3495,香陵住販,スタンダード（内国株式）,8050,不動産業,17,不動産 
3512,日本フエルト,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
3513,イチカワ,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
3524,日東製網,スタンダード（内国株式）,3100,繊維製品,4,素材・化学 
3528,ミライノベート,スタンダード（内国株式）,8050,不動産業,17,不動産 
